"Latitude";"Longitude";"Elevation";"Population";"State";"County";"fips"
46.60382;-112.03611;99.99999;"URBAN AND CENTER CITY";"Montana";"Lewis and Clark";"30049.0"
46.6041;-68.4135;99.99999;"RURAL";"Maine";"Aroostook";"23003.0"
46.60457;-120.50618;99.99999;"URBAN AND CENTER CITY";"Washington";"Yakima";"53077.0"
46.60483;-120.50698;99.99999;"URBAN AND CENTER CITY";"Washington";"Yakima";"53077.0"
46.60485;-120.50646;99.99999;"URBAN AND CENTER CITY";"Washington";"Yakima";"53077.0"
46.60504;-68.41143;99.99999;"RURAL";"Maine";"Aroostook";"23003.0"
46.60846;-120.52257;99.99999;"URBAN AND CENTER CITY";"Washington";"Yakima";"53077.0"
46.60864;-112.06129;99.99999;"SUBURBAN";"Montana";"Lewis and Clark";"30049.0"
46.61466;-112.01833;99.99999;"SUBURBAN";"Montana";"Lewis and Clark";"30049.0"
46.61939;-90.7038;99.99999;"RURAL";"Wisconsin";"Ashland";"55003.0"
46.62083;-106.55198;99.99999;"RURAL";"Montana";"Rosebud";"30087.0"
46.62382;-112.03805;99.99999;"SUBURBAN";"Montana";"Lewis and Clark";"30049.0"
46.62418;-121.38806;99.99999;"RURAL";"Washington";"Lewis";"53041.0"
46.62921;-68.4028;0.0;"URBAN AND CENTER CITY";"Maine";"Aroostook";"23003.0"
46.63052;-101.8347;99.99999;"RURAL";"North Dakota";"Grant";"38037.0"
46.63299;-111.95583;99.99999;"URBAN AND CENTER CITY";"Montana";"Jefferson";"30043.0"
46.6429;-112.02495;99.99999;"SUBURBAN";"Montana";"Lewis and Clark";"30049.0"
46.65094;-120.53004;99.99999;"SUBURBAN";"Washington";"Yakima";"53077.0"
46.65633;-92.04686;0.0;"RURAL";"Wisconsin";"Douglas";"55031.0"
46.65827;-92.10297;0.0;"SUBURBAN";"Wisconsin";"Douglas";"55031.0"
46.65833;-92.10296;0.0;"SUBURBAN";"Wisconsin";"Douglas";"55031.0"
46.65838;-67.91197;99.99999;"RURAL";"Maine";"Aroostook";"23003.0"
46.65876;-112.01309;99.99999;"SUBURBAN";"Montana";"Lewis and Clark";"30049.0"
46.66078;-67.90017;0.0;"RURAL";"Maine";"Aroostook";"23003.0"
46.6616;-112.01472;99.99999;"SUBURBAN";"Montana";"Lewis and Clark";"30049.0"
46.66409;-122.96732;34.0;"URBAN AND CENTER CITY";"Washington";"Lewis";"53041.0"
46.66633;-92.10075;0.0;"SUBURBAN";"Wisconsin";"Douglas";"55031.0"
46.66666;-92.10018;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.66915;-85.97072;99.99999;"RURAL";"Michigan";"Alger";"26003.0"
46.66997;-100.22103;99.99999;"RURAL";"North Dakota";"Burleigh";"38015.0"
46.67077;-92.01686;99.99999;"SUBURBAN";"Wisconsin";"Douglas";"55031.0"
46.67133;-92.23547;99.99999;"SUBURBAN";"Minnesota";"Saint Louis";"27137.0"
46.67466;-92.03908;0.0;"RURAL";"Wisconsin";"Douglas";"55031.0"
46.67532;-68.01503;99.99999;"SUBURBAN";"Maine";"Aroostook";"23003.0"
46.67605;-92.03797;0.0;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.67627;-90.9038;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Ashland";"55003.0"
46.67722;-89.57787;99.99999;"RURAL";"Michigan";"Ontonagon";"26131.0"
46.6801;-120.71088;99.99999;"RURAL";"Washington";"Yakima";"53077.0"
46.68066;-68.01524;43.0;"URBAN AND CENTER CITY";"Maine";"Aroostook";"23003.0"
46.68199;-68.01558;99.99999;"URBAN AND CENTER CITY";"Maine";"Aroostook";"23003.0"
46.6823;-68.0162;0.0;"URBAN AND CENTER CITY";"Maine";"Aroostook";"23003.0"
46.68333;-92.02073;0.0;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.68411;-92.06491;99.99999;"SUBURBAN";"Wisconsin";"Douglas";"55031.0"
46.68504;-68.00947;99.99999;"SUBURBAN";"Maine";"Aroostook";"23003.0"
46.6855;-92.21047;99.99999;"SUBURBAN";"Minnesota";"Saint Louis";"27137.0"
46.68555;-92.02129;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.68566;-123.73572;3.0;"URBAN AND CENTER CITY";"Washington";"Pacific";"53049.0"
46.68588;-68.01336;99.99999;"URBAN AND CENTER CITY";"Maine";"Aroostook";"23003.0"
46.68615;-67.99531;99.99999;"URBAN AND CENTER CITY";"Maine";"Aroostook";"23003.0"
46.68722;-92.21102;99.99999;"SUBURBAN";"Minnesota";"Saint Louis";"27137.0"
46.68999;-92.21824;0.0;"";"Minnesota";"Saint Louis";"27137.0"
46.69055;-92.06685;0.0;"SUBURBAN";"Wisconsin";"Douglas";"55031.0"
46.69083;-92.02768;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.69091;-122.96261;56.0;"SUBURBAN";"Washington";"Lewis";"53041.0"
46.69411;-68.03404;99.99999;"SUBURBAN";"Maine";"Aroostook";"23003.0"
46.69634;-68.03261;99.99999;"RURAL";"Maine";"Aroostook";"23003.0"
46.69643;-68.03301;99.99999;"SUBURBAN";"Maine";"Aroostook";"23003.0"
46.69842;-68.0384;99.99999;"SUBURBAN";"Maine";"Aroostook";"23003.0"
46.69893;-68.07614;99.99999;"RURAL";"Maine";"Aroostook";"23003.0"
46.70088;-68.00808;99.99999;"SUBURBAN";"Maine";"Aroostook";"23003.0"
46.70166;-92.20935;99.99999;"SUBURBAN";"Minnesota";"Saint Louis";"27137.0"
46.703;-92.05769;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.70527;-92.52377;99.99999;"RURAL";"Minnesota";"Carlton";"27017.0"
46.70749;-92.43047;99.99999;"RURAL";"Minnesota";"Carlton";"27017.0"
46.70911;-92.42464;99.99999;"RURAL";"Minnesota";"Carlton";"27017.0"
46.70994;-92.04825;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.71077;-92.05158;0.0;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.71244;-92.10297;0.0;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.71369;-92.51172;99.99999;"RURAL";"Minnesota";"Carlton";"27017.0"
46.71772;-92.13602;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.71788;-122.96958;0.0;"SUBURBAN";"Washington";"Lewis";"53041.0"
46.71805;-92.43353;99.99999;"SUBURBAN";"Minnesota";"Carlton";"27017.0"
46.71883;-92.09019;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.71924;-122.95567;84.0;"URBAN AND CENTER CITY";"Washington";"Lewis";"53041.0"
46.72055;-92.1024;0.0;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.72078;-92.45575;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Carlton";"27017.0"
46.72105;-92.10352;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.72161;-92.43102;99.99999;"RURAL";"Minnesota";"Carlton";"27017.0"
46.72182;-116.96018;99.99999;"RURAL";"Idaho";"Latah";"16057.0"
46.72216;-92.10019;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.72355;-92.43741;99.99999;"RURAL";"Minnesota";"Carlton";"27017.0"
46.72383;-92.44019;99.99999;"RURAL";"Minnesota";"Carlton";"27017.0"
46.72407;-92.43794;99.99999;"RURAL";"Minnesota";"Carlton";"27017.0"
46.72447;-117.18014;99.99999;"SUBURBAN";"Washington";"Whitman";"53075.0"
46.72599;-92.07118;0.0;"SUBURBAN";"Wisconsin";"Douglas";"55031.0"
46.72605;-92.44936;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Carlton";"27017.0"
46.72605;-92.07491;0.0;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.72633;-92.42825;99.99999;"RURAL";"Minnesota";"Carlton";"27017.0"
46.72772;-92.12575;0.0;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.72777;-92.12318;0.0;"SUBURBAN";"Wisconsin";"Douglas";"55031.0"
46.728;-92.10714;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.72883;-92.11908;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.72893;-68.73643;99.99999;"RURAL";"Maine";"Aroostook";"23003.0"
46.72938;-92.15998;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.72961;-117.00933;99.99999;"URBAN AND CENTER CITY";"Idaho";"Latah";"16057.0"
46.72966;-92.11519;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.72987;-120.70361;99.99999;"SUBURBAN";"Washington";"Yakima";"53077.0"
46.73022;-92.19269;99.99999;"SUBURBAN";"Minnesota";"Saint Louis";"27137.0"
46.73022;-92.07991;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.73042;-116.99576;99.99999;"URBAN AND CENTER CITY";"Idaho";"Latah";"16057.0"
46.7306;-68.73282;74.0;"RURAL";"Maine";"Aroostook";"23003.0"
46.73133;-92.12075;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.73161;-92.10214;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.73211;-116.99794;99.99999;"SUBURBAN";"Idaho";"Latah";"16057.0"
46.73249;-92.09018;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.73316;-92.12354;99.99999;"SUBURBAN";"Wisconsin";"Douglas";"55031.0"
46.73319;-117.17605;0.0;"";"Washington";"Whitman";"53075.0"
46.73355;-92.41908;99.99999;"RURAL";"Minnesota";"Carlton";"27017.0"
46.73355;-92.15908;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.73393;-68.73643;99.99999;"RURAL";"Maine";"Aroostook";"23003.0"
46.73555;-92.17435;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.73633;-92.08297;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.73744;-92.09963;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.73855;-92.11047;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.73944;-92.10278;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.74366;-92.166;99.99999;"SUBURBAN";"Minnesota";"Saint Louis";"27137.0"
46.74384;-89.53599;99.99999;"RURAL";"Michigan";"Ontonagon";"26131.0"
46.74495;-92.10113;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.74726;-68.47199;73.0;"UNKNOWN";"Maine";"Aroostook";"23003.0"
46.7476;-92.0996;99.99999;"URBAN AND CENTER CITY";"Wisconsin";"Douglas";"55031.0"
46.74856;-89.58266;99.99999;"RURAL";"Michigan";"Ontonagon";"26131.0"
46.74911;-92.13991;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.74938;-92.09436;0.0;"UNKNOWN";"Minnesota";"Saint Louis";"27137.0"
46.75027;-92.07074;0.0;"";"Minnesota";"Saint Louis";"27137.0"
46.75041;-92.1396;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.75077;-92.13991;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.75122;-121.80982;0.0;"RURAL";"Washington";"Pierce";"53053.0"
46.75133;-92.13991;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.75154;-92.14127;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.75161;-92.13991;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.75189;-89.58293;0.0;"URBAN AND CENTER CITY";"Michigan";"Ontonagon";"26131.0"
46.75417;-106.64227;99.99999;"RURAL";"Montana";"Rosebud";"30087.0"
46.75523;-89.58543;99.99999;"RURAL";"Michigan";"Ontonagon";"26131.0"
46.75708;-117.18577;99.99999;"RURAL";"Washington";"Whitman";"53075.0"
46.75736;-92.12611;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.75772;-92.11047;99.99999;"SUBURBAN";"Minnesota";"Saint Louis";"27137.0"
46.75838;-122.12429;99.99999;"RURAL";"Washington";"Pierce";"53053.0"
46.75861;-92.13324;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.76016;-114.08123;99.99999;"URBAN AND CENTER CITY";"Montana";"Missoula";"30063.0"
46.76273;-89.51126;99.99999;"RURAL";"Michigan";"Ontonagon";"26131.0"
46.76327;-112.78532;99.99999;"RURAL";"Montana";"Deer Lodge";"30023.0"
46.76548;-114.07789;99.99999;"SUBURBAN";"Montana";"Missoula";"30063.0"
46.76643;-92.13354;99.99999;"SUBURBAN";"Minnesota";"Saint Louis";"27137.0"
46.77077;-92.1188;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.77107;-92.11732;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.77282;-67.83391;99.99999;"URBAN AND CENTER CITY";"Maine";"Aroostook";"23003.0"
46.78272;-92.10491;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.78305;-92.10268;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.78356;-89.56321;99.99999;"RURAL";"Michigan";"Ontonagon";"26131.0"
46.78362;-92.10251;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.78379;-92.10543;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.78383;-92.10269;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.78388;-92.10518;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.7841;-121.74037;99.99999;"RURAL";"Washington";"Pierce";"53053.0"
46.78455;-121.73954;0.0;"RURAL";"Washington";"Pierce";"53053.0"
46.78508;-92.10676;0.0;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.78594;-121.73648;0.0;"RURAL";"Washington";"Pierce";"53053.0"
46.79026;-96.8273;99.99999;"RURAL";"North Dakota";"Cass";"38017.0"
46.80055;-92.07629;0.0;"";"Minnesota";"Saint Louis";"27137.0"
46.80275;-100.76522;99.99999;"URBAN AND CENTER CITY";"North Dakota";"Burleigh";"38015.0"
46.80747;-100.78272;99.99999;"URBAN AND CENTER CITY";"North Dakota";"Burleigh";"38015.0"
46.81161;-89.67404;99.99999;"RURAL";"Michigan";"Ontonagon";"26131.0"
46.81166;-89.67398;99.99999;"RURAL";"Michigan";"Ontonagon";"26131.0"
46.81437;-87.72819;99.99999;"RURAL";"Michigan";"Marquette";"26103.0"
46.8153;-117.8739;99.99999;"RURAL";"Washington";"Whitman";"53075.0"
46.81577;-92.09186;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.81722;-92.13491;0.0;"";"Minnesota";"Saint Louis";"27137.0"
46.81826;-92.08936;99.99999;"SUBURBAN";"Minnesota";"Saint Louis";"27137.0"
46.81829;-123.19708;27.0;"RURAL";"Washington";"Grays Harbor";"53027.0"
46.82022;-89.64293;99.99999;"RURAL";"Michigan";"Ontonagon";"26131.0"
46.82543;-100.76821;99.99999;"SUBURBAN";"North Dakota";"Burleigh";"38015.0"
46.8261;-111.71157;99.99999;"RURAL";"Montana";"Lewis and Clark";"30049.0"
46.82681;-119.1739;3.0;"SUBURBAN";"Washington";"Adams";"53001.0"
46.82722;-92.03379;99.99999;"SUBURBAN";"Minnesota";"Saint Louis";"27137.0"
46.82775;-100.89328;99.99999;"URBAN AND CENTER CITY";"North Dakota";"Morton";"38059.0"
46.82992;-114.04067;99.99999;"SUBURBAN";"Montana";"Missoula";"30063.0"
46.83133;-92.0313;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.83966;-92.2238;99.99999;"UNKNOWN";"Minnesota";"Saint Louis";"27137.0"
46.84127;-114.05651;99.99999;"SUBURBAN";"Montana";"Missoula";"30063.0"
46.84175;-100.87006;99.99999;"SUBURBAN";"North Dakota";"Morton";"38059.0"
46.84218;-114.0215;99.99999;"SUBURBAN";"Montana";"Missoula";"30063.0"
46.84288;-122.31873;99.99999;"RURAL";"Washington";"Pierce";"53053.0"
46.84627;-114.08929;99.99999;"SUBURBAN";"Montana";"Missoula";"30063.0"
46.84877;-114.01734;99.99999;"URBAN AND CENTER CITY";"Montana";"Missoula";"30063.0"
46.84881;-114.01705;99.99999;"URBAN AND CENTER CITY";"Montana";"Missoula";"30063.0"
46.84988;-114.03428;99.99999;"RURAL";"Montana";"Missoula";"30063.0"
46.8505;-111.98716;99.99999;"RURAL";"Montana";"Lewis and Clark";"30049.0"
46.85127;-114.00789;99.99999;"SUBURBAN";"Montana";"Missoula";"30063.0"
46.85181;-95.84627;0.0;"RURAL";"Minnesota";"Becker";"27005.0"
46.85194;-92.08074;0.0;"";"Minnesota";"Saint Louis";"27137.0"
46.85522;-92.71159;99.99999;"RURAL";"Minnesota";"Saint Louis";"27137.0"
46.85638;-100.92208;99.99999;"RURAL";"North Dakota";"Morton";"38059.0"
46.85687;-114.0615;99.99999;"SUBURBAN";"Montana";"Missoula";"30063.0"
46.85715;-114.00483;99.99999;"URBAN AND CENTER CITY";"Montana";"Missoula";"30063.0"
46.85732;-122.85096;89.0;"SUBURBAN";"Washington";"Thurston";"53067.0"
46.86163;-96.84675;99.99999;"URBAN AND CENTER CITY";"North Dakota";"Cass";"38017.0"
46.86633;-89.31209;0.0;"SUBURBAN";"Michigan";"Ontonagon";"26131.0"
46.86655;-113.96762;99.99999;"SUBURBAN";"Montana";"Missoula";"30063.0"
46.86691;-96.75814;99.99999;"SUBURBAN";"Minnesota";"Clay";"27027.0"
46.86782;-68.01419;58.0;"SUBURBAN";"Maine";"Aroostook";"23003.0"
46.8681;-67.99308;99.99999;"RURAL";"Maine";"Aroostook";"23003.0"
46.86855;-92.05019;99.99999;"RURAL";"Minnesota";"Saint Louis";"27137.0"
46.87044;-113.86817;99.99999;"RURAL";"Montana";"Missoula";"30063.0"
46.87127;-114.13512;99.99999;"RURAL";"Montana";"Missoula";"30063.0"
46.87135;-102.83168;99.99999;"RURAL";"North Dakota";"Stark";"38089.0"
46.87159;-113.99428;99.99999;"URBAN AND CENTER CITY";"Montana";"Missoula";"30063.0"
46.87164;-98.64848;99.99999;"RURAL";"North Dakota";"Stutsman";"38093.0"
46.87191;-96.74397;0.0;"SUBURBAN";"Minnesota";"Clay";"27027.0"
46.87308;-100.90504;99.99999;"SUBURBAN";"North Dakota";"Morton";"38059.0"
46.8733;-96.81369;0.0;"URBAN AND CENTER CITY";"Minnesota";"Clay";"27027.0"
46.8735;-113.99595;99.99999;"URBAN AND CENTER CITY";"Montana";"Missoula";"30063.0"
46.87354;-113.99594;99.99999;"URBAN AND CENTER CITY";"Montana";"Missoula";"30063.0"
46.87359;-96.77119;99.99999;"";"Minnesota";"Clay";"27027.0"
46.87469;-101.38913;99.99999;"RURAL";"North Dakota";"Morton";"38059.0"
46.87484;-113.9962;99.99999;"URBAN AND CENTER CITY";"Montana";"Missoula";"30063.0"
46.87498;-96.77535;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Clay";"27027.0"
46.87528;-89.31758;0.0;"SUBURBAN";"Michigan";"Ontonagon";"26131.0"
46.87544;-113.88928;99.99999;"RURAL";"Montana";"Missoula";"30063.0"
46.87776;-96.78396;99.99999;"URBAN AND CENTER CITY";"North Dakota";"Cass";"38017.0"
46.87822;-117.36518;0.0;"SUBURBAN";"Washington";"Whitman";"53075.0"
46.87859;-96.82174;99.99999;"SUBURBAN";"North Dakota";"Cass";"38017.0"
46.87996;-102.7889;99.99999;"URBAN AND CENTER CITY";"North Dakota";"Stark";"38089.0"
46.88;-102.78833;99.99999;"SUBURBAN";"North Dakota";"Stark";"38089.0"
46.88013;-117.36439;99.99999;"URBAN AND CENTER CITY";"Washington";"Whitman";"53075.0"
46.88104;-91.08991;0.0;"RURAL";"Wisconsin";"Bayfield";"55007.0"
46.88121;-113.88568;99.99999;"SUBURBAN";"Montana";"Missoula";"30063.0"
46.88611;-106.66644;99.99999;"RURAL";"Montana";"Rosebud";"30087.0"
46.88909;-113.93955;99.99999;"SUBURBAN";"Montana";"Missoula";"30063.0"
46.88913;-96.76579;0.0;"URBAN AND CENTER CITY";"Minnesota";"Clay";"27027.0"
46.89187;-114.01539;99.99999;"SUBURBAN";"Montana";"Missoula";"30063.0"
46.89242;-113.9665;99.99999;"SUBURBAN";"Montana";"Missoula";"30063.0"
46.8943;-103.37853;99.99999;"RURAL";"North Dakota";"Billings";"38007.0"
46.8983;-100.90161;99.99999;"RURAL";"North Dakota";"Burleigh";"38015.0"
46.90831;-98.70931;99.99999;"URBAN AND CENTER CITY";"North Dakota";"Stutsman";"38093.0"
46.91024;-96.79536;99.99999;"SUBURBAN";"North Dakota";"Cass";"38017.0"
46.91655;-114.06762;99.99999;"RURAL";"Montana";"Missoula";"30063.0"
46.91877;-114.08401;99.99999;"RURAL";"Montana";"Missoula";"30063.0"
46.91887;-98.00206;99.99999;"SUBURBAN";"North Dakota";"Barnes";"38003.0"
46.92153;-98.49857;99.99999;"RURAL";"North Dakota";"Stutsman";"38093.0"
46.93027;-92.91549;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Saint Louis";"27137.0"
46.93254;-67.89586;0.0;"URBAN AND CENTER CITY";"Maine";"Aroostook";"23003.0"
46.93375;-96.85535;99.99999;"SUBURBAN";"North Dakota";"Cass";"38017.0"
46.93621;-122.61207;0.0;"RURAL";"Washington";"Thurston";"53067.0"
46.94242;-114.20484;99.99999;"RURAL";"Montana";"Missoula";"30063.0"
46.94661;-112.5067;99.99999;"RURAL";"Montana";"Lewis and Clark";"30049.0"
46.94798;-114.12317;99.99999;"RURAL";"Montana";"Missoula";"30063.0"
46.94855;-112.75505;99.99999;"RURAL";"Montana";"Lewis and Clark";"30049.0"
46.94968;-103.51504;99.99999;"RURAL";"North Dakota";"Billings";"38007.0"
46.94992;-114.17567;99.99999;"RURAL";"Montana";"Missoula";"30063.0"
46.95256;-122.59527;99.99999;"SUBURBAN";"Washington";"Thurston";"53067.0"
46.95383;-112.74338;99.99999;"RURAL";"Montana";"Lewis and Clark";"30049.0"
46.95398;-123.77266;10.0;"SUBURBAN";"Washington";"Grays Harbor";"53027.0"
46.95442;-112.69762;99.99999;"SUBURBAN";"Montana";"Lewis and Clark";"30049.0"
46.95462;-112.68258;99.99999;"URBAN AND CENTER CITY";"Montana";"Lewis and Clark";"30049.0"
46.95494;-112.76727;99.99999;"RURAL";"Montana";"Lewis and Clark";"30049.0"
46.95621;-123.77433;3.0;"URBAN AND CENTER CITY";"Washington";"Grays Harbor";"53027.0"
46.95692;-98.02151;99.99999;"RURAL";"North Dakota";"Barnes";"38003.0"
46.95785;-123.77292;6.0;"SUBURBAN";"Washington";"Grays Harbor";"53027.0"
46.9619;-103.3567;99.99999;"RURAL";"North Dakota";"Billings";"38007.0"
46.9712;-123.86656;3.0;"URBAN AND CENTER CITY";"Washington";"Grays Harbor";"53027.0"
46.97204;-123.82322;5.0;"URBAN AND CENTER CITY";"Washington";"Grays Harbor";"53027.0"
46.97228;-123.83173;1.0;"SUBURBAN";"Washington";"Grays Harbor";"53027.0"
46.97259;-123.83711;6.0;"SUBURBAN";"Washington";"Grays Harbor";"53027.0"
46.9734;-123.86515;6.0;"URBAN AND CENTER CITY";"Washington";"Grays Harbor";"53027.0"
46.97451;-123.81431;26.0;"URBAN AND CENTER CITY";"Washington";"Grays Harbor";"53027.0"
46.97593;-123.81739;19.0;"URBAN AND CENTER CITY";"Washington";"Grays Harbor";"53027.0"
46.97857;-95.38003;99.99999;"RURAL";"Minnesota";"Becker";"27005.0"
46.97982;-122.29928;0.0;"RURAL";"Washington";"Pierce";"53053.0"
46.98038;-122.32817;99.99999;"RURAL";"Washington";"Pierce";"53053.0"
46.98656;-113.00898;99.99999;"RURAL";"Montana";"Powell";"30077.0"
46.98676;-123.81294;7.0;"SUBURBAN";"Washington";"Grays Harbor";"53027.0"
46.98788;-121.96122;99.99999;"RURAL";"Washington";"Pierce";"53053.0"
46.99315;-114.2197;99.99999;"RURAL";"Montana";"Missoula";"30063.0"
46.99364;-120.545;99.99999;"URBAN AND CENTER CITY";"Washington";"Kittitas";"53037.0"
46.9954;-120.54868;99.99999;"URBAN AND CENTER CITY";"Washington";"Kittitas";"53037.0"
46.99594;-121.91233;99.99999;"RURAL";"Washington";"Pierce";"53053.0"
46.99661;-112.52587;99.99999;"RURAL";"Montana";"Lewis and Clark";"30049.0"
46.99963;-110.77446;99.99999;"RURAL";"Montana";"Cascade";"30013.0"
46.99989;-113.86761;99.99999;"RURAL";"Montana";"Missoula";"30063.0"
47.00179;-118.56638;99.99999;"RURAL";"Washington";"Adams";"53001.0"
47.00322;-114.20513;99.99999;"RURAL";"Montana";"Missoula";"30063.0"
47.00452;-123.40319;25.0;"URBAN AND CENTER CITY";"Washington";"Grays Harbor";"53027.0"
47.01291;-114.22427;99.99999;"SUBURBAN";"Montana";"Missoula";"30063.0"
47.01416;-114.23089;99.99999;"SUBURBAN";"Montana";"Missoula";"30063.0"
47.01665;-91.6668;99.99999;"URBAN AND CENTER CITY";"Minnesota";"Lake";"27075.0"
47.0191;-91.6674;99.99999;"SUBURBAN";"Minnesota";"Lake";"27075.0"
47.02049;-91.67573;99.99999;"SUBURBAN";"Minnesota";"Lake";"27075.0"
47.02354;-91.68629;0.0;"RURAL";"Minnesota";"Lake";"27075.0"
47.02668;-103.21546;99.99999;"RURAL";"North Dakota";"Billings";"38007.0"
47.0294;-122.82155;70.0;"SUBURBAN";"Washington";"Thurston";"53067.0"
47.03437;-114.09094;99.99999;"SUBURBAN";"Montana";"Lake";"30047.0"
47.0373;-122.80845;60.0;"SUBURBAN";"Washington";"Thurston";"53067.0"
47.0389;-103.22768;99.99999;"RURAL";"North Dakota";"Billings";"38007.0"
47.03954;-122.90292;3.0;"RURAL";"Washington";"Thurston";"53067.0"
47.03998;-98.0829;99.99999;"RURAL";"North Dakota";"Barnes";"38003.0"
47.04202;-122.9029;9.0;"URBAN AND CENTER CITY";"Washington";"Thurston";"53067.0"
47.04432;-122.83647;24.0;"URBAN AND CENTER CITY";"Washington";"Thurston";"53067.0"
47.04704;-122.9007;11.0;"URBAN AND CENTER CITY";"Washington";"Thurston";"53067.0"
47.04854;-109.45531;99.99999;"RURAL";"Montana";"Fergus";"30027.0"
47.06186;-109.42663;99.99999;"URBAN AND CENTER CITY";"Montana";"Fergus";"30027.0"
47.08439;-104.72619;99.99999;"RURAL";"Montana";"Dawson";"30021.0"
47.09746;-95.85921;99.99999;"RURAL";"Minnesota";"Becker";"27005.0"
47.10604;-114.03566;99.99999;"RURAL";"Montana";"Lake";"30047.0"
47.11179;-118.76916;99.99999;"RURAL";"Washington";"Adams";"53001.0"
47.11828;-104.70397;99.99999;"SUBURBAN";"Montana";"Dawson";"30021.0"
47.11854;-88.55179;99.99999;"SUBURBAN";"Michigan";"Houghton";"26061.0"
47.12;-118.3819;99.99999;"RURAL";"Washington";"Adams";"53001.0"
