"PlaceId";"Name";"Type";"Capacity";"fips"
237;"BIG CREEK LAKES CAMPGROUND";"STANDARD NONELECTRIC;RV NONELECTRIC;TENT ONLY NONELECTRIC";24;"8057.0"
238;"BEAVER LAKE";"STANDARD NONELECTRIC";6;"55003.0"
239;"BURCHFIELD BRANCH PARK";"STANDARD ELECTRIC;TENT ONLY ELECTRIC";36;"1125.0"
240;"PICNIC POINT (ID)";"WALK TO";8;"16085.0"
241;"SWAN CABIN";"CABIN NONELECTRIC";1;"37075.0"
242;"CHAVEZ CROSSING";"GROUP STANDARD NONELECTRIC";3;"4005.0"
243;"ROSY LANE";"STANDARD NONELECTRIC;RV ELECTRIC;RV NONELECTRIC";14;"8051.0"
244;"STUB CREEK CABIN";"CABIN ELECTRIC";1;"8069.0"
245;"WASHINGTON LAKE";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC;GROUP RV AREA NONELECTRIC";19;"49043.0"
246;"DONLEY CABIN";"CABIN NONELECTRIC";1;"47123.0"
247;"STANDING INDIAN CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";82;"37113.0"
248;"SEEDHOUSE CAMPGROUND";"STANDARD NONELECTRIC";24;"8107.0"
249;"CURTIS CREEK";"STANDARD ELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";89;"20061.0"
250;"CORINTH RECREATION AREA";"STANDARD ELECTRIC";17;"1133.0"
251;"CAPE FAIR";"STANDARD ELECTRIC;STANDARD NONELECTRIC";81;"29209.0"
252;"TINNEY FLAT";"STANDARD NONELECTRIC;RV NONELECTRIC;GROUP STANDARD NONELECTRIC";14;"49049.0"
253;"OSCEOLA VISTA CAMPGROUND";"GROUP STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";13;"33009.0"
254;"BEARTREE";"GROUP WALK TO;GROUP RV AREA NONELECTRIC;STANDARD NONELECTRIC";81;"51191.0"
255;"KINGS CREEK";"GROUP RV AREA NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";2;"49017.0"
256;"GLACIER VIEW CAMPGROUND";"STANDARD NONELECTRIC";64;"16037.0"
257;"IVES RUN";"STANDARD ELECTRIC;STANDARD NONELECTRIC";188;"42117.0"
258;"BREVOORT LAKE CAMPGROUND";"STANDARD NONELECTRIC";71;"26097.0"
259;"ROCK CANYON";"GROUP STANDARD NONELECTRIC";4;"49049.0"
260;"WILLOW CREEK HORSE CAMP";"GROUP STANDARD NONELECTRIC";8;"46103.0"
261;"New Fork Lake Group Campground";"GROUP STANDARD NONELECTRIC";1;"56035.0"
262;"ALPINE NORTH LOOP";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC;RV NONELECTRIC";19;"56023.0"
263;"RED BLUFF CAMPGROUND";"STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP STANDARD NONELECTRIC";24;"29055.0"
264;"NORWAY BEACH LOOP";"STANDARD NONELECTRIC";29;"27021.0"
265;"VAN HOOK GLADE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";8;"37113.0"
266;"PROSPECTOR";"STANDARD NONELECTRIC";107;"8117.0"
267;"KIAMICHI PARK";"STANDARD ELECTRIC;STANDARD NONELECTRIC";91;"40023.0"
268;"KIRBY LANDING";"STANDARD ELECTRIC";105;"5109.0"
269;"TAR CAMP";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";47;"5069.0"
270;"COUNCIL BLUFF RECREATION AREA";"STANDARD NONELECTRIC;WALK TO;GROUP STANDARD NONELECTRIC";41;"29093.0"
271;"MOSOMO POINT";"STANDARD NONELECTRIC";23;"27061.0"
272;"BIG COON CREEK";"STANDARD ELECTRIC";31;"5133.0"
273;"RAY BEHRENS";"STANDARD ELECTRIC";165;"29173.0"
274;"BLACK LAKE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";29;"55113.0"
275;"LAKE ISABEL CABIN";"CABIN ELECTRIC";1;"8027.0"
276;"TIMBERLINE CAMPGROUND";"STANDARD NONELECTRIC";25;"8093.0"
277;"JACK CREEK GUARD STATION";"CABIN NONELECTRIC";1;"56007.0"
278;"MALAD SUMMIT CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";6;"16005.0"
279;"HORSETHIEF LAKE CAMPGROUND";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC;WALK TO";22;"46103.0"
280;"CANAL";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC;TENT ONLY ELECTRIC";115;"21143.0"
281;"RILEY CREEK";"STANDARD ELECTRIC";67;"16017.0"
282;"NARROWS (AR)";"STANDARD ELECTRIC";59;"5023.0"
283;"CHRISTMAS MEADOWS CAMPGROUND";"STANDARD NONELECTRIC";11;"49043.0"
284;"SUNRISE CAMPGROUND";"STANDARD NONELECTRIC";27;"49033.0"
285;"TONY GROVE CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";37;"49005.0"
286;"TRAILS END CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";33;"27031.0"
287;"BELLAH MINE";"STANDARD ELECTRIC";24;"5133.0"
288;"JOHN C. BRISCOE GROUP USE";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";26;"29173.0"
289;"LONE POINT";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD ELECTRIC";80;"17173.0"
290;"WILLOW CREEK GROUP";"GROUP TENT ONLY AREA NONELECTRIC";1;"8049.0"
291;"MOGOTE";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";42;"8021.0"
292;"STILLWATER (COLORADO)";"STANDARD NONELECTRIC;STANDARD ELECTRIC;WALK TO;TENT ONLY NONELECTRIC";106;"8049.0"
293;"SANDY BEACH CAMP";"STANDARD ELECTRIC;WALK TO";58;"19103.0"
294;"SARGE CREEK";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";52;"40113.0"
295;"DAVIDSON RIVER";"STANDARD NONELECTRIC;STANDARD ELECTRIC";133;"37175.0"
296;"TIONESTA REC. AREA CAMPGROUND";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";125;"42053.0"
297;"TALLEY BEND";"STANDARD ELECTRIC;STANDARD NONELECTRIC";48;"29185.0"
298;"ARROWHEAD CAMPGROUND";"STANDARD NONELECTRIC;STANDARD ELECTRIC;TENT ONLY ELECTRIC;TENT ONLY NONELECTRIC";49;"37123.0"
299;"MONOCLE LAKE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";42;"26033.0"
300;"BLACK MOUNTAIN CABIN";"CABIN NONELECTRIC";1;"33003.0"
301;"POSEY LAKE CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";20;"49017.0"
302;"LOST CREEK CAMPGROUND";"STANDARD NONELECTRIC;RV NONELECTRIC";35;"49043.0"
303;"WHEATLAND PARK";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";82;"29085.0"
304;"WARRIOR CREEK";"GROUP STANDARD ELECTRIC;STANDARD ELECTRIC;TENT ONLY ELECTRIC";63;"37193.0"
305;"WINDSOR CROSSING";"STANDARD NONELECTRIC";46;"29083.0"
306;"ANTELOPE";"STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";14;"16045.0"
307;"CHOCTAW LAKE";"STANDARD ELECTRIC";21;"28019.0"
308;"BULL TROUT";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";38;"16015.0"
309;"AVINTAQUIN CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";14;"49013.0"
310;"BIG ROCK GROUP";"GROUP STANDARD NONELECTRIC";1;"49015.0"
311;"ROBERTS CABIN";"CABIN NONELECTRIC";1;"8093.0"
312;"WATERCRESS";"STANDARD NONELECTRIC";17;"29035.0"
313;"BUCK HALL RECREATION AREA";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";19;"45019.0"
314;"PORCUPINE SPRINGS";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC";7;"16031.0"
315;"DEAD SWEDE";"STANDARD NONELECTRIC";20;"56033.0"
316;"BUFFALO SPRINGS";"STANDARD NONELECTRIC";18;"8093.0"
317;"NOTREBES BEND PARK";"STANDARD ELECTRIC";30;"5001.0"
318;"CLEARWATER LAKE REC AREA";"STANDARD NONELECTRIC;RV NONELECTRIC";42;"12069.0"
319;"DEER LAKE";"STANDARD NONELECTRIC";28;"27061.0"
320;"MOUNTAIN PARK";"STANDARD ELECTRIC;GROUP STANDARD AREA NONELECTRIC";31;"8069.0"
321;"BUCKALOONS";"STANDARD ELECTRIC;GROUP STANDARD NONELECTRIC";17;"42123.0"
322;"PAYNE CAMPGROUND-ALLATOONA LAKE";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC;RV ELECTRIC";57;"13057.0"
323;"WOLF CREEK (Navarro Mills Lake)";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC";73;"48349.0"
324;"PAHA";"STANDARD NONELECTRIC;YURT";21;"6051.0"
325;"REDMAN CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD AREA NONELECTRIC;GROUP STANDARD NONELECTRIC";40;"49035.0"
326;"OAK CREEK";"GROUP STANDARD NONELECTRIC";4;"49027.0"
327;"MUDDY GUARD CABIN";"CABIN ELECTRIC";1;"56019.0"
328;"COTTONWOOD GROUP CAMPSITE";"GROUP STANDARD NONELECTRIC";1;"56023.0"
329;"BISMARCK LAKE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";21;"46033.0"
330;"OHAVER LAKE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";32;"8015.0"
331;"MT. TIMPANOGOS";"STANDARD NONELECTRIC;RV NONELECTRIC";16;"49049.0"
332;"JONES CORRAL GUARD STATION";"CABIN NONELECTRIC";1;"49017.0"
333;"ALTAMONT";"GROUP STANDARD NONELECTRIC";1;"49049.0"
334;"RED BRIDGE (PA)";"STANDARD NONELECTRIC;CABIN ELECTRIC;STANDARD ELECTRIC;TENT ONLY NONELECTRIC;WALK TO";66;"42083.0"
335;"ROBINSON CREEK SOUTH";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;WALK TO;RV NONELECTRIC";25;"6051.0"
336;"ST LUCIE SOUTH";"TENT ONLY NONELECTRIC;MOORING;STANDARD ELECTRIC";20;"12085.0"
337;"NORTH GRAYSPORT";"STANDARD ELECTRIC";50;"28043.0"
338;"JACK CREEK CREW QUARTERS";"CABIN ELECTRIC";1;"56007.0"
339;"NORTH ABUTMENT";"RV ELECTRIC";88;"28043.0"
340;"SENECA SHADOWS";"WALK TO;STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";81;"54071.0"
341;"TANNERS FLAT";"GROUP WALK TO;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";41;"49035.0"
342;"MIDDLE MOUNTAIN CABINS";"CABIN NONELECTRIC";1;"54075.0"
343;"DANA PEAK ";"STANDARD ELECTRIC;TENT ONLY ELECTRIC;TENT ONLY NONELECTRIC";33;"48027.0"
344;"EASTBANK";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";64;"13087.0"
345;"RISING STAR";"STANDARD ELECTRIC";24;"5069.0"
346;"EAST FORK (WV)";"STANDARD ELECTRIC;TENT ONLY ELECTRIC";168;"54099.0"
347;"MOUNT ROSE (NV) ";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";26;"32031.0"
348;"BONNEVILLE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";22;"16015.0"
349;"LAKEVIEW_BIG HORN";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";19;"56003.0"
350;"TWELVE MILE FLAT";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";6;"49039.0"
351;"CAVE SPRING";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";21;"4005.0"
352;"SAGEHEN CREEK";"STANDARD NONELECTRIC";9;"16045.0"
353;"SHORELINE";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";33;"16085.0"
354;"BISHOP MOUNTAIN CABIN";"CABIN NONELECTRIC";1;"16043.0"
355;"WEST CHICAGO CREEK";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;RV NONELECTRIC";14;"8019.0"
356;"SLIDE GROUP AREA";"GROUP STANDARD NONELECTRIC";1;"35035.0"
357;"CHEMEKETAN CAMPGROUND";"GROUP STANDARD NONELECTRIC";1;"16013.0"
358;"EUREKA";"STANDARD ELECTRIC";26;"21143.0"
359;"OBEY RIVER PARK";"STANDARD ELECTRIC;STANDARD NONELECTRIC;RV ELECTRIC;TENT ONLY ELECTRIC;TENT ONLY NONELECTRIC";131;"47137.0"
360;"TE-AH";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";42;"49025.0"
361;"HOPE VALLEY";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";21;"6017.0"
362;"TIPSAW LAKE";"RV ELECTRIC;STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC;WALK TO;GROUP STANDARD NONELECTRIC";48;"18123.0"
363;"DAIRY SPRINGS";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD NONELECTRIC";17;"4005.0"
364;"HORSESHOE POINT";"STANDARD ELECTRIC;STANDARD NONELECTRIC";49;"51067.0"
365;"OAK KNOLL CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";49;"6009.0"
366;"CAZIER CABIN";"CABIN NONELECTRIC";1;"56023.0"
367;"RIVER FOREST GROUP SITE";"GROUP STANDARD NONELECTRIC";1;"12069.0"
368;"SPRUCES";"RV NONELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";99;"49035.0"
369;"LEPAGE PARK";"WALK TO;STANDARD ELECTRIC";42;"41055.0"
370;"CHERRYVALE PARK";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";24;"20099.0"
371;"LOFERS BEND WEST";"STANDARD ELECTRIC;STANDARD NONELECTRIC;OVERNIGHT SHELTER ELECTRIC;GROUP STANDARD ELECTRIC";75;"48217.0"
372;"Lakeview Gunnison";"STANDARD NONELECTRIC;RV NONELECTRIC;TENT ONLY NONELECTRIC;STANDARD ELECTRIC";48;"8051.0"
373;"SPILLWAY (AZ)";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC";24;"4005.0"
374;"HAWE CREEK";"STANDARD ELECTRIC";34;"45065.0"
375;"JOHNSON CREEK";"STANDARD ELECTRIC";54;"40013.0"
376;"CLEAR CREEK GROUP (AZ)";"GROUP STANDARD NONELECTRIC";1;"4025.0"
377;"LOWRY CAMPGROUND";"STANDARD ELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";27;"8117.0"
378;"MINERS GULCH";"GROUP STANDARD NONELECTRIC";1;"49013.0"
379;"GRIZZLY RIDGE YURT";"CABIN NONELECTRIC";1;"49047.0"
380;"SUNGLOW CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";9;"49055.0"
381;"CALDWELL CABIN";"CABIN NONELECTRIC";1;"4001.0"
382;"INDIAN CELINA LAKE";"TENT ONLY NONELECTRIC;STANDARD ELECTRIC;STANDARD NONELECTRIC";31;"18123.0"
383;"HONEYMOON FLAT";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";28;"6051.0"
384;"OPOSSUM CREEK";"STANDARD ELECTRIC;TENT ONLY ELECTRIC";70;"17173.0"
385;"CHOCTAW";"STANDARD ELECTRIC;STANDARD NONELECTRIC";146;"5141.0"
386;"CRESCENT";"GROUP STANDARD ELECTRIC";2;"45007.0"
387;"EAGLE ROCK";"STANDARD NONELECTRIC;STANDARD ELECTRIC";51;"29009.0"
388;"ACORN VALLEY";"WALK TO;STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";95;"19153.0"
389;"WHITTEN PARK";"STANDARD ELECTRIC";62;"28057.0"
390;"CLEAR CREEK (MS)";"STANDARD ELECTRIC";52;"28071.0"
391;"COOKSON BEND";"STANDARD NONELECTRIC;STANDARD ELECTRIC";129;"40021.0"
392;"ISLAND VIEW (RATHBUN LAKE)";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";188;"19007.0"
393;"CHIPPEWA LOOP";"STANDARD ELECTRIC";30;"27021.0"
394;"SUGARLOAF 1 CAMPGROUND";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";37;"33007.0"
395;"WHITEFACE RESERVOIR";"RV ELECTRIC;RV NONELECTRIC;GROUP STANDARD ELECTRIC;STANDARD NONELECTRIC;STANDARD ELECTRIC";52;"27137.0"
396;"SPRINGER GULCH";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";15;"8093.0"
397;"SUNRISE CABIN";"CABIN ELECTRIC";1;"51035.0"
398;"LORISTICA GROUP CAMPGROUND";"GROUP STANDARD NONELECTRIC";1;"16037.0"
399;"MILL DAM GROUP CAMP";"GROUP STANDARD NONELECTRIC";1;"12083.0"
400;"CHALK LAKE";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";19;"8015.0"
401;"FRENCH CREEK";"STANDARD NONELECTRIC";21;"16085.0"
402;"PARK CREEK (IDAHO)";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC";26;"16015.0"
403;"FORREST W. BO WOOD";"STANDARD ELECTRIC;TENT ONLY ELECTRIC";141;"17139.0"
404;"HOWELL STATION";"STANDARD ELECTRIC";143;"19125.0"
405;"SUNNY GULCH CAMPGROUND";"STANDARD NONELECTRIC";45;"16037.0"
406;"DOUBLEHEAD CABIN";"CABIN NONELECTRIC";1;"33003.0"
407;"SNYDER GUARD STATION (WY)";"CABIN NONELECTRIC";1;"56035.0"
408;"HIDEOUT CANYON BOAT-IN CAMPGROUND";"TENT ONLY NONELECTRIC";18;"49009.0"
409;"LAKE IRWIN";"STANDARD NONELECTRIC;RV NONELECTRIC;TENT ONLY NONELECTRIC";25;"8051.0"
410;"SCHWARZ PARK";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";65;"41039.0"
411;"KIOWA PARK I";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";166;"48077.0"
412;"FLORIDA CAMPGROUND (CO)";"GROUP STANDARD NONELECTRIC";1;"8067.0"
413;"PEACEFUL VALLEY";"STANDARD NONELECTRIC;WALK TO";16;"8013.0"
414;"BIG HART CAMPGROUND";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";32;"13189.0"
415;"TOAD SUCK";"STANDARD ELECTRIC";48;"5105.0"
416;"VIOLA";"STANDARD NONELECTRIC;STANDARD ELECTRIC;TENT ONLY NONELECTRIC";51;"29009.0"
417;"BLUFF VIEW(CLEARWATER LAKE)";"STANDARD ELECTRIC;STANDARD NONELECTRIC";61;"29179.0"
418;"COSSATOT REEFS";"STANDARD ELECTRIC;WALK TO";30;"5061.0"
419;"QUARRY COVE";"STANDARD ELECTRIC";31;"5105.0"
420;"TULE";"STANDARD ELECTRIC;STANDARD NONELECTRIC";104;"6107.0"
421;"LOST LAKE CABINS";"CABIN ELECTRIC";11;"55037.0"
422;"DOWNSTREAM CAMPGROUND";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";116;"38055.0"
423;"WHITE OAK (CREEK) CAMPGROUND";"STANDARD ELECTRIC";129;"1005.0"
424;"HENDERSON PARK";"STANDARD ELECTRIC";36;"5005.0"
425;"OAK GROVE";"STANDARD ELECTRIC";36;"5133.0"
426;"OLD HWY 41 NO 3";"STANDARD ELECTRIC;RV ELECTRIC";44;"13015.0"
427;"WILBUR D. MILLS";"STANDARD ELECTRIC";21;"5001.0"
428;"NARROWS CAMPGROUND";"STANDARD NONELECTRIC";4;"56035.0"
429;"NEMO LANDING";"STANDARD NONELECTRIC;STANDARD ELECTRIC;TENT ONLY NONELECTRIC";115;"29085.0"
430;"BURNS RUN WEST";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD ELECTRIC";117;"40013.0"
431;"PINE CREEK COVE";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC";42;"40089.0"
432;"DEER RUN CAMPGROUND";"STANDARD NONELECTRIC;RV NONELECTRIC";19;"49009.0"
433;"MOON LAKE CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";54;"49013.0"
434;"COON CREEK (OK)";"STANDARD ELECTRIC";54;"40071.0"
435;"EGGERTS LANDING";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";41;"38003.0"
436;"PRUNE CREEK";"STANDARD NONELECTRIC";20;"56033.0"
437;"WASHINGTON COVE";"STANDARD ELECTRIC";101;"40147.0"
438;"BABY DOE";"STANDARD NONELECTRIC";48;"8065.0"
439;"BUSHAY RECREATION AREA";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC;STANDARD ELECTRIC";166;"6045.0"
440;"BUCK CREEK (RATHBUN LAKE)";"STANDARD ELECTRIC";42;"19007.0"
441;"RATCLIFF LAKE RECREATION AREA";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";59;"48225.0"
442;"RIANA - ABIQUIU LAKE";"STANDARD NONELECTRIC;WALK TO;STANDARD ELECTRIC";65;"35039.0"
443;"COVERED BRIDGE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";30;"33003.0"
444;"SPEARHEAD POINT";"STANDARD NONELECTRIC";15;"55119.0"
445;"FLAT ROCK CREEK";"STANDARD ELECTRIC;STANDARD NONELECTRIC";31;"40145.0"
446;"GREENS LAKE";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";20;"49009.0"
447;"PERCEPTION PARK";"GROUP STANDARD NONELECTRIC";3;"49057.0"
448;"BIG SPRINGS WARMING HUT";"GROUP STANDARD ELECTRIC";1;"16043.0"
449;"STUMP CREEK GUARD STATION";"CABIN NONELECTRIC";1;"16029.0"
450;"SNOW SURVEY CABIN";"CABIN NONELECTRIC";1;"56007.0"
451;"COLTON GUARD STATION";"CABIN NONELECTRIC";1;"49047.0"
452;"JENNINGS FERRY";"STANDARD ELECTRIC";52;"1065.0"
453;"LONG BRANCH";"RV ELECTRIC;STANDARD ELECTRIC";60;"47041.0"
454;"POST OAK PARK";"STANDARD ELECTRIC";19;"40147.0"
455;"DOUBLE LAKE RECREATION AREA";"GROUP TENT ONLY AREA NONELECTRIC;STANDARD ELECTRIC;RV ELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";43;"48407.0"
456;"NORTH MILLS RIVER";"STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";19;"37089.0"
457;"COOK LAKE REC AREA";"STANDARD NONELECTRIC";15;"56011.0"
458;"FALL LAKE";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD ELECTRIC;TENT ONLY ELECTRIC;STANDARD NONELECTRIC";64;"27075.0"
459;"HEBER SPRINGS";"STANDARD ELECTRIC;STANDARD NONELECTRIC";132;"5023.0"
460;"KAIBAB LAKE SITES AND GROUP AREAS";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";75;"4005.0"
461;"ROCKY POINT (FT GIBSON)";"STANDARD ELECTRIC;STANDARD NONELECTRIC";62;"40145.0"
462;"CUMBERLAND POINT CAMPGROUND";"STANDARD ELECTRIC";30;"21231.0"
463;"BLUE SPRINGS";"STANDARD NONELECTRIC";18;"49053.0"
464;"CROW VALLEY";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC";14;"8123.0"
465;"GREEN RIVER LAKES";"GROUP STANDARD NONELECTRIC";3;"56035.0"
466;"DUMONT CAMPGROUND";"STANDARD NONELECTRIC";22;"8049.0"
467;"MEADOW RIDGE";"STANDARD NONELECTRIC";18;"8041.0"
468;"SYLVAN PARK";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC";26;"20167.0"
469;"BRIDGES CAMPGROUND";"GROUP STANDARD NONELECTRIC";2;"49015.0"
470;"LITTLE MILL";"STANDARD NONELECTRIC;RV NONELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD NONELECTRIC";37;"49049.0"
471;"WAPITI CAMPGROUND";"RV ELECTRIC;STANDARD NONELECTRIC";40;"56029.0"
472;"CHEOAH POINT CAMPGROUND";"STANDARD ELECTRIC;STANDARD NONELECTRIC";23;"37075.0"
473;"TWIN LAKES (PA)";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC;TENT ONLY NONELECTRIC";46;"42047.0"
474;"MINERAL LAKE";"STANDARD NONELECTRIC";10;"55003.0"
475;"IRON CREEK HORSE CAMP";"EQUESTRIAN NONELECTRIC";9;"46033.0"
476;"LOWER PENSTEMON";"STANDARD NONELECTRIC";6;"16083.0"
477;"SHELL CREEK";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";14;"56003.0"
478;"MCKEEVER CABIN";"CABIN NONELECTRIC";1;"26153.0"
479;"CEDAR CREEK (Sam Tobias)";"GROUP STANDARD ELECTRIC";3;"35027.0"
480;"JARVIES BOAT IN GROUP";"BOAT IN";1;"49009.0"
481;"CRESCENT MOON RANCH (AZ)";"CABIN ELECTRIC";1;"4025.0"
482;"GUN CREEK";"STANDARD ELECTRIC";100;"17055.0"
483;"YELLOWJACKET GUARD STATION";"CABIN NONELECTRIC";1;"16059.0"
484;"PINEY GROVE";"STANDARD ELECTRIC";141;"28141.0"
485;"BUFFALO (IDAHO)";"STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP STANDARD NONELECTRIC";50;"16043.0"
486;"CAGES BEND";"STANDARD ELECTRIC";43;"47165.0"
487;"CEDAR BREAKS PARK";"STANDARD ELECTRIC";64;"48491.0"
488;"TWIN KNOBS CAMPGROUND";"STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";206;"21205.0"
489;"WATERVILLE CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";25;"33009.0"
490;"TRACY RIDGE";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC";122;"42083.0"
491;"ONE MILE";"RV ELECTRIC;STANDARD ELECTRIC";18;"8051.0"
492;"BUCK CREEK (MO)";"STANDARD ELECTRIC;STANDARD NONELECTRIC";36;"5089.0"
493;"ALVARADO CAMPGROUND";"WALK TO;STANDARD NONELECTRIC;EQUESTRIAN NONELECTRIC;RV NONELECTRIC";51;"8027.0"
494;"SPRINGHILL";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";48;"5131.0"
495;"HARMON DEN HORSE CAMPGROUND";"EQUESTRIAN NONELECTRIC";10;"37087.0"
496;"HOPE";"STANDARD NONELECTRIC;RV NONELECTRIC;TENT ONLY NONELECTRIC";24;"49049.0"
497;"SMITH RAPIDS";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";11;"55099.0"
498;"SEEDHOUSE GUARD STATION";"CABIN NONELECTRIC";1;"8107.0"
499;"SPRUCE GROUP - LAKE ISABEL";"GROUP STANDARD NONELECTRIC";1;"8027.0"
500;"BASSAM GUARD STATION";"CABIN NONELECTRIC";1;"8015.0"
501;"LA VISTA CAMPGROUND - LAKE ISABEL";"TENT ONLY NONELECTRIC;STANDARD ELECTRIC;RV ELECTRIC";29;"8027.0"
502;"DAM WEST REC. AREA (CAMP AND DAY)";"STANDARD ELECTRIC";109;"17027.0"
