"PlaceId";"Name";"Type";"Capacity";"fips"
721;"LOWER FIR GROUP AREA";"GROUP STANDARD AREA NONELECTRIC";1;"35035.0"
722;"CAVE CREEK";"STANDARD ELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";62;"21085.0"
723;"STOLLE MEADOWS CABIN";"CABIN NONELECTRIC";1;"16085.0"
724;"ISLAND PARK";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;STANDARD ELECTRIC;GROUP STANDARD NONELECTRIC";93;"6019.0"
725;"KYEN CAMPGROUND AND OAK GROVE DAY USE AREA";"STANDARD NONELECTRIC;STANDARD ELECTRIC";101;"6045.0"
726;"MIRROR LAKE";"STANDARD NONELECTRIC;EQUESTRIAN NONELECTRIC";79;"49013.0"
727;"PINE MEADOWS CAMPGROUND";"STANDARD NONELECTRIC";95;"41039.0"
728;"CRABTREE COVE";"STANDARD ELECTRIC;STANDARD NONELECTRIC";59;"29039.0"
729;"WINFIELD";"STANDARD ELECTRIC";80;"13073.0"
730;"BELLE STARR";"STANDARD ELECTRIC";111;"40091.0"
731;"BOULDER REC. AREA";"STANDARD ELECTRIC";82;"17027.0"
732;"NARROWS (CO)";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";15;"8069.0"
733;"NEBRASKA TAILWATERS";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";43;"31027.0"
734;"WATSADLER";"STANDARD ELECTRIC;RV ELECTRIC";49;"13147.0"
735;"POTATO HILLS SOUTH";"STANDARD NONELECTRIC";18;"40127.0"
736;"PRIEST RIVER";"STANDARD NONELECTRIC";20;"16017.0"
737;"JUNIPER POINT";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";47;"48181.0"
738;"CLARKS FERRY";"STANDARD ELECTRIC";44;"19139.0"
739;"GOOSE POINT";"STANDARD ELECTRIC;STANDARD NONELECTRIC";63;"51141.0"
740;"HOWERS";"STANDARD NONELECTRIC";10;"16085.0"
741;"HORSESHOE RECREATION AREA";"STANDARD ELECTRIC";6;"54093.0"
742;"ANDERSON COVE";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";72;"49057.0"
743;"LIMBER FLAG YURT";"CABIN NONELECTRIC";1;"49047.0"
744;"COVE CREEK LOWER GROUP CAMP";"GROUP STANDARD NONELECTRIC";1;"37175.0"
745;"TROUT CREEK GUARD STATION";"CABIN NONELECTRIC";1;"49047.0"
746;"NORTH SANDUSKY CAMPGROUND";"STANDARD ELECTRIC";118;"17055.0"
747;"BIG BEND (WV)";"STANDARD NONELECTRIC";46;"54023.0"
748;"RAINBOW (AZ)";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";121;"4001.0"
749;"WEST LAKE";"WALK TO;STANDARD ELECTRIC";36;"8069.0"
750;"OLIVE RIDGE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;RV NONELECTRIC";53;"8013.0"
751;"BALD MOUNTAIN CAMPGROUND";"STANDARD NONELECTRIC;RV NONELECTRIC";15;"56003.0"
752;"LEDGEFORK";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";73;"49043.0"
753;"DEVILS CANYON";"STANDARD NONELECTRIC";42;"49037.0"
754;"RUARK BLUFF EAST";"STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";90;"29057.0"
755;"CHRISTOPHER CREEK";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD NONELECTRIC";43;"4007.0"
756;"BENNY CREEK GROUP AREA";"GROUP STANDARD NONELECTRIC";9;"4001.0"
757;"TERRACES CAMPGROUND - PICNIC AREA";"GROUP TENT ONLY AREA NONELECTRIC";1;"32007.0"
758;"HAPGOOD POND";"STANDARD NONELECTRIC;WALK TO";28;"50003.0"
759;"FALLS CAMPGROUND";"STANDARD NONELECTRIC;RV NONELECTRIC;GROUP STANDARD NONELECTRIC";25;"16019.0"
760;"TIMBER CREEK CAMPGROUND";"GROUP STANDARD AREA NONELECTRIC";6;"32033.0"
761;"ST. CHARLES CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";6;"16007.0"
762;"LAKE VESUVIUS RECREATION AREA";"GROUP TENT ONLY AREA NONELECTRIC";1;"39087.0"
763;"SUNLIGHT RANGERS CABIN";"CABIN ELECTRIC";1;"56029.0"
764;"COWPUNCHER GUARD STATION YURT";"YURT";1;"49017.0"
765;"SUGAR LOAF";"STANDARD ELECTRIC;STANDARD NONELECTRIC";76;"5141.0"
766;"ROSE CANYON";"TENT ONLY NONELECTRIC;RV NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";30;"4019.0"
767;"FLOUR LAKE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";37;"27031.0"
768;"SUGAR BOTTOM";"STANDARD ELECTRIC;WALK TO;GROUP STANDARD AREA ELECTRIC";225;"19103.0"
769;"MERRISACH LAKE";"STANDARD ELECTRIC;STANDARD NONELECTRIC";67;"5001.0"
770;"FORKLAND";"STANDARD ELECTRIC";42;"1063.0"
771;"LITTCARR CAMPGROUND";"STANDARD ELECTRIC;RV ELECTRIC";45;"21119.0"
772;"PERSIMMON HILL(ENID LAKE)";"STANDARD ELECTRIC";72;"28161.0"
773;"BUCKBOARD";"STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";10;"49037.0"
774;"MUSTANG";"TENT ONLY NONELECTRIC;GROUP STANDARD ELECTRIC";101;"48439.0"
775;"AUX ARC";"STANDARD ELECTRIC;STANDARD NONELECTRIC";88;"5047.0"
776;"WILLOW FLAT CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";54;"16041.0"
777;"ISAAC CREEK";"STANDARD ELECTRIC";60;"1099.0"
778;"LITTLE ELDEN SPRINGS HORSECAMP";"RV NONELECTRIC";15;"4005.0"
779;"WARM LAKE";"STANDARD NONELECTRIC";7;"16085.0"
780;"BEAR GULCH";"GROUP STANDARD NONELECTRIC";1;"46103.0"
781;"BEAR CREEK COVE";"STANDARD ELECTRIC";22;"40071.0"
782;"PAYNES CREEK(HARTWELL LAKE)";"STANDARD ELECTRIC";43;"13147.0"
783;"RUDDS CREEK REC. AR.";"STANDARD NONELECTRIC;STANDARD ELECTRIC";98;"51117.0"
784;"ASPEN GLADE";"STANDARD NONELECTRIC";32;"8021.0"
785;"MCDOUGAL LAKE";"STANDARD NONELECTRIC";21;"27075.0"
786;"Cross Lake Recreation Area";"STANDARD ELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";122;"27035.0"
787;"HIDDEN VIEW";"STANDARD NONELECTRIC;STANDARD ELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD NONELECTRIC";57;"6039.0"
788;"Pactola Reservoir Campground";"STANDARD NONELECTRIC;RV NONELECTRIC";58;"46103.0"
789;"ACORN CAMPGROUND";"STANDARD NONELECTRIC";128;"6009.0"
790;"WALLASHUCK";"STANDARD ELECTRIC";83;"19125.0"
791;"CHRIS PARK";"GROUP STANDARD NONELECTRIC";2;"8067.0"
792;"ANGEL LAKE";"RV NONELECTRIC;STANDARD NONELECTRIC";26;"32007.0"
793;"ASPEN GROVE";"STANDARD NONELECTRIC;WALK TO;RV ELECTRIC";54;"49051.0"
794;"SQUIRREL MEADOWS CABIN";"CABIN NONELECTRIC";1;"56039.0"
795;"TURKEY CREEK";"STANDARD NONELECTRIC;STANDARD ELECTRIC";30;"40089.0"
796;"LODGEPOLE AT FLAMING GORGE";"STANDARD NONELECTRIC";35;"49009.0"
797;"POOLE KNOBS";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;TENT ONLY ELECTRIC;STANDARD ELECTRIC;GROUP STANDARD NONELECTRIC";87;"47149.0"
798;"BIRD CREEK RECREATION AREA";"TENT ONLY NONELECTRIC";4;"32033.0"
799;"FIREHOLE CANYON CAMPGROUND";"STANDARD NONELECTRIC";35;"56037.0"
800;"ELKS FLAT CAMPGROUND";"GROUP STANDARD NONELECTRIC";2;"16039.0"
801;"BOWMAN BRIDGE";"STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";17;"26085.0"
802;"BARBER FLAT CABIN";"CABIN NONELECTRIC";1;"16015.0"
803;"CUB RIVER GUARD STATION";"CABIN NONELECTRIC";1;"16041.0"
804;"SHERIDAN NORTH COVE GRP CG";"GROUP STANDARD NONELECTRIC";5;"46103.0"
805;"HELENDE";"STANDARD NONELECTRIC";10;"16015.0"
806;"WALLACE CREEK";"STANDARD ELECTRIC";99;"28161.0"
807;"SOUTH KAWISHIWI RIVER";"STANDARD ELECTRIC;STANDARD NONELECTRIC";32;"27075.0"
808;"DEFEATED CREEK PARK";"STANDARD ELECTRIC";155;"47159.0"
809;"ARAPAHO BAY";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;RV NONELECTRIC";82;"8049.0"
810;"CANEBRAKE HORSE CAMP";"EQUESTRIAN ELECTRIC";28;"37123.0"
811;"COLLEGIATE PEAKS";"STANDARD NONELECTRIC";56;"8015.0"
812;"SHENANGO REC AREA CAMPGROUND";"STANDARD NONELECTRIC;STANDARD ELECTRIC";328;"42085.0"
813;"YOUNG BRANCH HORSE CAMP";"EQUESTRIAN NONELECTRIC";7;"47123.0"
814;"DENT ACRES";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";51;"16035.0"
815;"Cedro Peak Camping Sites - Robin and Jay";"GROUP STANDARD NONELECTRIC";2;"35001.0"
816;"DIFFICULT CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";48;"8097.0"
817;"ANDERSON ROAD";"STANDARD NONELECTRIC;STANDARD ELECTRIC";37;"47037.0"
818;"BADIN LAKE CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";34;"37123.0"
819;"BOULDER LAKE";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC;STANDARD ELECTRIC";47;"55083.0"
820;"BRUSH CREEK WORK CENTER BARRACK";"CABIN ELECTRIC";1;"56007.0"
821;"HICKORY CREEK PARK";"STANDARD ELECTRIC";61;"5007.0"
822;"WHETSTONE HORSE CAMP";"EQUESTRIAN NONELECTRIC";18;"45073.0"
823;"THREE LAKES";"STANDARD NONELECTRIC";13;"26033.0"
824;"LA BARGE GUARD STATION";"CABIN NONELECTRIC";1;"56023.0"
825;"SOUTH FORK GROUP SITE ";"GROUP STANDARD NONELECTRIC";1;"8049.0"
826;"LITTLE ISABELLA RIVER";"STANDARD NONELECTRIC";11;"27075.0"
827;"LAKELAND PAVILION";"GROUP STANDARD ELECTRIC";1;"48085.0"
828;"HORSETHIEF CABIN";"CABIN ELECTRIC";1;"4025.0"
829;"THIRD FORK CABIN";"CABIN NONELECTRIC";1;"16045.0"
830;"LAKE SHORE GROUP CAMP";"GROUP STANDARD NONELECTRIC";1;"12083.0"
831;"SUMMIT RIDGE LOOKOUT CABIN";"CABIN NONELECTRIC";1;"46103.0"
832;"AQUARIUS RANGER STATION";"CABIN NONELECTRIC";1;"49055.0"
833;"BOWERY CREEK";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC";41;"49041.0"
834;"LOFERS BEND EAST";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC";75;"48217.0"
835;"JOHNSON CREEK CAMP";"TENT ONLY NONELECTRIC;RV ELECTRIC;WALK TO;STANDARD ELECTRIC;TENT ONLY ELECTRIC;GROUP STANDARD ELECTRIC";87;"48315.0"
836;"BLACKHAWK";"EQUESTRIAN NONELECTRIC;GROUP RV AREA NONELECTRIC;GROUP STANDARD NONELECTRIC;GROUP EQUESTRIAN";38;"49049.0"
837;"MCCOWN VALLEY";"EQUESTRIAN ELECTRIC;STANDARD ELECTRIC;TENT ONLY NONELECTRIC;OVERNIGHT SHELTER ELECTRIC;TENT ONLY ELECTRIC";105;"48217.0"
838;"LUNA LAKE";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";42;"4001.0"
839;"HIGHWAY 125 PARK BULL SHOALS";"STANDARD ELECTRIC";37;"5089.0"
840;"NORTH FORK (ID)";"STANDARD NONELECTRIC";28;"16013.0"
841;"SERVICE";"STANDARD ELECTRIC;TENT ONLY ELECTRIC";32;"1023.0"
842;"MANN CREEK CAMPGROUND";"STANDARD NONELECTRIC";13;"16087.0"
843;"SYLVANIA WILDERNESS BACKCOUNTRY CAMPING";"TENT ONLY NONELECTRIC";50;"26053.0"
844;"TETON CANYON";"STANDARD NONELECTRIC";13;"56039.0"
845;"ELKHORN CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";8;"49055.0"
846;"SPRING HOLLOW CAMPGROUND";"GROUP STANDARD AREA NONELECTRIC;STANDARD NONELECTRIC;RV NONELECTRIC;TENT ONLY NONELECTRIC";13;"49005.0"
847;"YELLOWPINE";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";17;"49013.0"
848;"LAKE THREE";"STANDARD NONELECTRIC";8;"55003.0"
849;"BALSAM LAKE LODGE ";"CABIN ELECTRIC";1;"37099.0"
850;"HOLY GHOST GROUP AREA";"GROUP STANDARD AREA NONELECTRIC";1;"35047.0"
851;"MCCAIN CABIN";"CABIN NONELECTRIC";1;"56023.0"
852;"STRAWBERRY BAY";"STANDARD NONELECTRIC;RV ELECTRIC;GROUP STANDARD NONELECTRIC;STANDARD ELECTRIC;RV NONELECTRIC";286;"49051.0"
853;"WHITE HORSE LAKE Campground";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD NONELECTRIC";88;"4005.0"
854;"PRAIRIE FLOWER RECREATION AREA";"STANDARD ELECTRIC;GROUP STANDARD AREA ELECTRIC";252;"19153.0"
855;"BOX ELDER CAMPGROUND";"TENT ONLY NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD AREA NONELECTRIC";30;"49003.0"
856;"LIVE OAK RIDGE";"STANDARD ELECTRIC";48;"48027.0"
857;"TALL CHIEF COVE";"STANDARD ELECTRIC";50;"40113.0"
858;"RIVER SIDE (ID - BOISE)";"STANDARD NONELECTRIC";8;"16085.0"
859;"W.P. FRANKLIN N";"STANDARD ELECTRIC;MOORING";38;"12071.0"
860;"DRIPPING SPRINGS CAMPGROUND (UT)";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";26;"49009.0"
861;"MAHOGANY COVE CAMPGROUND";"GROUP STANDARD NONELECTRIC";8;"49001.0"
862;"MALDEN LAKE CAMPGROUND";"STANDARD ELECTRIC";39;"48037.0"
863;"RENEGADE";"STANDARD NONELECTRIC;RV NONELECTRIC";61;"49051.0"
864;"ONEGUME";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";37;"27061.0"
865;"PINE FLAT CAMPGROUND WEST";"STANDARD NONELECTRIC";21;"4005.0"
866;"POTTERS POND";"STANDARD NONELECTRIC;EQUESTRIAN NONELECTRIC;GROUP STANDARD NONELECTRIC";19;"49015.0"
867;"WILLOW LAKE";"STANDARD NONELECTRIC";10;"49039.0"
868;"SMITH AND MOREHOUSE";"STANDARD NONELECTRIC";34;"49043.0"
869;"WAITSBORO CAMPGROUND";"STANDARD ELECTRIC;TENT ONLY ELECTRIC;TENT ONLY NONELECTRIC";22;"21199.0"
870;"NORTH TONGUE";"STANDARD NONELECTRIC";11;"56033.0"
871;"EASLEY CAMPGROUND";"STANDARD NONELECTRIC";10;"16013.0"
872;"NORTH OVERLOOK CAMP";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";52;"19125.0"
873;"LAKE CANYON REC AREA";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC";14;"49039.0"
874;"LONGVIEW";"GROUP STANDARD ELECTRIC";1;"20087.0"
875;"PEBBLE GUARD STATION";"CABIN NONELECTRIC";1;"16029.0"
876;"CANEY CREEK";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";52;"40095.0"
877;"FISHING CREEK CAMPGROUND";"STANDARD ELECTRIC;TENT ONLY ELECTRIC";46;"21199.0"
878;"WILLOW BEACH";"STANDARD ELECTRIC";21;"5119.0"
879;"BEAR CREEK";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";47;"48439.0"
880;"MILL CREEK (MISSOURI)";"STANDARD ELECTRIC";67;"29209.0"
881;"GREEN RIDGE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;RV NONELECTRIC";73;"8049.0"
882;"BLUE BLUFF CAMPGROUND (ABERDEEN MS)";"STANDARD ELECTRIC";92;"28095.0"
883;"LAKEVIEW CAMPGROUND";"STANDARD NONELECTRIC;RV NONELECTRIC";53;"8065.0"
884;"SWINGING BRIDGE";"RV NONELECTRIC";7;"16085.0"
885;"MARSH LAKE CAMPGROUND";"GROUP TENT ONLY AREA NONELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";46;"49043.0"
886;"JUNCTION CREEK CAMPGROUND";"STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP STANDARD NONELECTRIC";30;"8067.0"
887;"WARNER LAKE";"CABIN NONELECTRIC;STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";12;"49019.0"
888;"SHILOH";"STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP STANDARD NONELECTRIC";117;"5023.0"
889;"BULLTOWN CAMP";"STANDARD ELECTRIC";204;"54007.0"
890;"DUCK CREEK";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";60;"49025.0"
891;"TUCKER HOLLOW PARK";"STANDARD ELECTRIC";28;"5009.0"
892;"CALAMITY";"STANDARD NONELECTRIC";41;"16019.0"
893;"AIRPORT PARK";"RV ELECTRIC;TENT ONLY NONELECTRIC;OVERNIGHT SHELTER ELECTRIC;GROUP STANDARD ELECTRIC";75;"48309.0"
894;"CHEOAH POINT CABIN 1";"CABIN NONELECTRIC";1;"37173.0"
895;"TEAL LAKE GROUP CAMPSITE";"GROUP TENT ONLY AREA NONELECTRIC";1;"8057.0"
896;"HILL CREEK";"STANDARD NONELECTRIC;STANDARD ELECTRIC";40;"5023.0"
897;"THEATER IN THE PINES";"GROUP STANDARD NONELECTRIC";1;"49049.0"
898;"CRAGS CAMPGROUND";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC";22;"6051.0"
899;"ELK CREEK LANDING";"STANDARD NONELECTRIC;STANDARD ELECTRIC";41;"40021.0"
900;"KIRKHAM";"STANDARD NONELECTRIC";16;"16015.0"
901;"HOT SPRINGS";"GROUP STANDARD NONELECTRIC";3;"16015.0"
902;"KENDRICK CABIN";"CABIN NONELECTRIC";1;"4005.0"
903;"JEMEZ FALLS (NM) PICNIC AREA";"GROUP TENT ONLY AREA NONELECTRIC";1;"35043.0"
904;"SCALER GUARD STATION";"CABIN NONELECTRIC";1;"56023.0"
905;"STODDARD CREEK CAMPGROUND";"GROUP STANDARD AREA NONELECTRIC;STANDARD NONELECTRIC";23;"16033.0"
906;"COYOTE POINT";"GROUP STANDARD NONELECTRIC";1;"6099.0"
907;"BOILING SPRINGS CABIN";"CABIN NONELECTRIC";1;"16085.0"
908;"HOOD PARK";"STANDARD ELECTRIC";67;"53071.0"
909;"PENDLETON BEND";"STANDARD ELECTRIC";31;"5041.0"
910;"PEAK ONE";"STANDARD NONELECTRIC";79;"8117.0"
911;"ROUBAIX LAKE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;RV NONELECTRIC";31;"46081.0"
912;"WATER VALLEY LANDING";"STANDARD ELECTRIC";26;"28161.0"
913;"LEITH RUN";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";21;"39167.0"
914;"LAUREL BRANCH";"STANDARD ELECTRIC;STANDARD NONELECTRIC";61;"21027.0"
915;"HEYBURN PARK";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";46;"40037.0"
916;"INDIAN CREEK (MO)";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";247;"29137.0"
917;"NORTH FORK (WY)";"STANDARD NONELECTRIC;RV NONELECTRIC";29;"56001.0"
918;"LEECH LAKE REC AREA";"STANDARD ELECTRIC;WALK TO";77;"27021.0"
919;"BERRY BEND EQUESTRIAN";"STANDARD NONELECTRIC;STANDARD ELECTRIC";84;"29015.0"
920;"CARTER COVE";"STANDARD ELECTRIC";34;"5149.0"
921;"TWIN LAKES (SC)";"STANDARD ELECTRIC;RV ELECTRIC";100;"45073.0"
922;"WOLF CREEK (KS)";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC";67;"20139.0"
923;"THE NARROWS";"STANDARD ELECTRIC";90;"21009.0"
924;"BIDWELL POINT PARK";"STANDARD ELECTRIC";48;"5005.0"
925;"CHAPMAN CAMPGROUND AND GROUP";"RV NONELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD NONELECTRIC";84;"8097.0"
926;"CANYON POINT";"STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC";103;"4005.0"
927;"PONDEROSA (AZ)";"STANDARD NONELECTRIC;GROUP STANDARD AREA NONELECTRIC";48;"4007.0"
928;"ANTELOPE FLAT";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD NONELECTRIC";50;"49009.0"
929;"HADES";"STANDARD NONELECTRIC";14;"49013.0"
930;"LAKE POWHATAN";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;RV ELECTRIC;STANDARD ELECTRIC";85;"37021.0"
931;"KELSEY CAMPGROUND";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";17;"8059.0"
932;"ST CHARLES CAMPGROUND - LAKE ISABEL";"STANDARD NONELECTRIC;RV NONELECTRIC;TENT ONLY NONELECTRIC";15;"8027.0"
933;"WHITE FLINT PARK";"OVERNIGHT SHELTER ELECTRIC;STANDARD ELECTRIC";25;"48027.0"
934;"STILLWATER (UT)";"STANDARD NONELECTRIC;RV NONELECTRIC;GROUP STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";22;"49043.0"
935;"KELLEY GUARD STATION";"CABIN NONELECTRIC";1;"56023.0"
936;"PINE VALLEY NORTH WASATCH CACH";"GROUP STANDARD NONELECTRIC";3;"49043.0"
937;"SANDSTONE CABIN";"CABIN NONELECTRIC";1;"56007.0"
938;"MIDDLE FORK";"STANDARD NONELECTRIC";9;"56019.0"
939;"PARADISE GUARD STATION";"CABIN NONELECTRIC";1;"49047.0"
940;"COVE CREEK UPPER GROUP CAMP";"GROUP STANDARD NONELECTRIC";1;"37175.0"
941;"BLACK BEAR GROUP AREA";"GROUP STANDARD AREA NONELECTRIC";1;"35035.0"
942;"DEER HAVEN";"GROUP TENT ONLY AREA NONELECTRIC";1;"49021.0"
943;"JIM HOGG PARK";"STANDARD ELECTRIC;OVERNIGHT SHELTER ELECTRIC";148;"48491.0"
944;"LODGEPOLE (CO)";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";34;"8093.0"
945;"ROCKY POINT(WRIGHT PATMAN DAM)";"STANDARD ELECTRIC";124;"48067.0"
946;"BLUE CREEK";"STANDARD ELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";61;"40131.0"
947;"BUCKSAW";"STANDARD ELECTRIC;STANDARD NONELECTRIC";188;"29083.0"
948;"HICKORY CREEK";"STANDARD ELECTRIC;WALK TO";134;"48121.0"
949;"WHITEBREAST CAMP";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";130;"19125.0"
950;"MCKASKEY CREEK CG";"TENT ONLY NONELECTRIC;STANDARD ELECTRIC";51;"13015.0"
951;"HURRICANE CREEK";"RV ELECTRIC;WALK TO";51;"21221.0"
952;"GUANELLA PASS";"STANDARD NONELECTRIC;RV NONELECTRIC;TENT ONLY NONELECTRIC";18;"8019.0"
953;"GENEVA PARK CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";26;"8093.0"
954;"LILLYDALE CAMPGROUND AND DAY USE";"TENT ONLY NONELECTRIC;STANDARD ELECTRIC;TENT ONLY ELECTRIC;RV ELECTRIC;STANDARD NONELECTRIC";114;"47027.0"
955;"SOUTH SANDUSKY CAMPGROUND";"STANDARD ELECTRIC;WALK TO";128;"17055.0"
956;"PIEDMONT PARK";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC";96;"29179.0"
957;"LUCAS PARK";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC;TENT ONLY NONELECTRIC";96;"20167.0"
958;"SANDY COVE";"STANDARD ELECTRIC";35;"40011.0"
959;"GREENVILLE RECREATION AREA";"STANDARD ELECTRIC;WALK TO";103;"29223.0"
960;"WAVELAND PARK";"STANDARD ELECTRIC";51;"5149.0"
961;"POKEGAMA DAM CAMPGROUND";"TENT ONLY NONELECTRIC;STANDARD ELECTRIC";21;"27061.0"
962;"SMITH RIDGE";"STANDARD ELECTRIC;STANDARD NONELECTRIC";80;"21217.0"
963;"CROOK CAMPGROUND";"GROUP STANDARD NONELECTRIC";2;"4005.0"
964;"TUTTLE CREEK COVE";"STANDARD ELECTRIC;STANDARD NONELECTRIC";56;"20161.0"
965;"HOYER";"STANDARD NONELECTRIC";90;"4001.0"
966;"MOOSEHORN";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;RV NONELECTRIC";33;"49013.0"
967;"BAXTER";"STANDARD ELECTRIC;STANDARD NONELECTRIC";54;"29209.0"
968;"OUTLET AREA";"STANDARD ELECTRIC";38;"5149.0"
969;"HUNTER PEAK";"STANDARD NONELECTRIC";8;"56029.0"
970;"GENTRY CREEK";"STANDARD ELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";37;"40091.0"
971;"LODGEPOLE (Taylor River)";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";13;"8051.0"
972;"PRINTER BOY";"GROUP STANDARD NONELECTRIC";4;"8065.0"
973;"HUNTER COVE";"STANDARD ELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";148;"31083.0"
974;"SALT SPRINGS RECREATION AREA";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";163;"12083.0"
975;"TWIN POINTS";"STANDARD ELECTRIC";52;"40113.0"
976;"COVE LAKE RECREATION AREA";"STANDARD NONELECTRIC";36;"5083.0"
977;"HORSE CREEK";"STANDARD NONELECTRIC;EQUESTRIAN NONELECTRIC";84;"6107.0"
978;"HORSESHOE CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";19;"8093.0"
979;"MOLLY BROWN";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";47;"8065.0"
980;"CRYSTAL SPRINGS";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD ELECTRIC";73;"5051.0"
981;"MOLLIE B_WHITE RIVER";"STANDARD NONELECTRIC";26;"8037.0"
982;"WOODS CANYON LAKE";"GROUP STANDARD NONELECTRIC";1;"4005.0"
983;"YELLOWSTONE GROUP CAMPGROUND";"GROUP STANDARD NONELECTRIC";1;"49013.0"
984;"PIKE COMMUNITY";"GROUP STANDARD NONELECTRIC";1;"8119.0"
985;"SILVER QUEEN";"STANDARD NONELECTRIC";5;"8097.0"
986;"MINOOKA PARK";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC";146;"20167.0"
987;"CEDAR CREEK (TN)";"STANDARD ELECTRIC";60;"47189.0"
988;"INDIAN BOUNDARY";"STANDARD ELECTRIC";88;"47123.0"
